Object Name,Field Label,Field Name,Type,External ID,Length,Digits,Precision,Formula,Reference To,Picklist?
Auction__c,Asset Manager Phone Only Numbers,Asset_Manager_Phone_Only_Numbers__c,string,1,43,0,0,"LEFT(RIGHT(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(Owner:User.Phone,""("",""""),"")"",""""),"" "",""""),""+"",""""),""-"",""""),10),3) & ""-"" & LEFT(RIGHT(RIGHT(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(Owner:User.Phone,""("",""""),"")"",""""),"" "",""""),""+"",""""),""-"",""""),10),7),3) & ""-"" & RIGHT(RIGHT(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(Owner:User.Phone,""("",""""),"")"",""""),"" "",""""),""+"",""""),""-"",""""),10),4)","",0
Auction__c,Current High Bid/BPO %,Current_High_Bid_BPO__c,percent,1,43,0,18,"IF(AND(NOT(ISBLANK(Valuation_Value__c)), Valuation_Value__c <> 0), Current_High_Bid__c / Valuation_Value__c, 0)","",0
Auction__c,Property ID,Property_ID__c,string,1,43,0,0,,"",0
Auction__c,Prop Characteristics Cycle Time,Prop_Characteristics_Cycle_Time__c,double,1,43,0,18,"if(not(isblank( Date_Property_Characteristics_Received__c )),Date_Property_Characteristics_Received__c- Date_Property_Characteristics_Ordered__c ,TODAY()-Date_Property_Characteristics_Ordered__c)","",0
Auction__c,Current High Bid/Designated Value %,Current_High_Bid_Designated_Value__c,percent,1,43,0,18,"IF(AND(NOT(ISBLANK(REO_Alt_D__r.Seller_Designated_Value__c)), REO_Alt_D__r.Seller_Designated_Value__c <> 0), Current_High_Bid__c / REO_Alt_D__r.Seller_Designated_Value__c, 0)","",0
Auction__c,Photos Ordered Cycle Time,Photos_Ordered_Cycle_Time__c,double,1,43,0,18,"if(not(isblank(  Date_Property_Photos_Received__c  )) , Date_Property_Photos_Received__c -Date_Property_Photos_Ordered__c, 
TODAY()-Date_Property_Photos_Ordered__c)","",0
Auction__c,Prop. Discl. Cycle Time,Prop_Discl_Cycle_Time__c,double,1,43,0,18,"if(not(isblank(  Date_Property_Disclosures_Received__c  )) , Date_Property_Disclosures_Received__c - Date_Property_Disclosures_Ordered__c, 
TODAY()-Date_Property_Disclosures_Ordered__c)","",0
Auction__c,Asset Funded,Asset_Funded__c,double,1,43,0,18,"IF(Last_Completed_Milestone__c = ""K. Closed"",1,0)","",0
Auction__c,Implied Reserve,Implied_Reserve__c,currency,1,43,0,18,REO_Alt_D__r.Reserve_Price__c - Max_Seller_Contribution_New__c,"",0
Auction__c,Max Seller Contribution,Max_Seller_Contribution__c,currency,1,43,0,18,,"",0
Auction__c,Anticipated FCL Deed Recorded Date,Anticipated_FCL_Deed_Recorded_Date__c,date,1,43,0,0,,"",0
Auction__c,Event End Date,Event_End_Date__c,date,1,43,0,0,,"",0
Auction__c,Count of Prelim Received Date,Count_of_Prelim_Received_Date__c,double,1,43,0,18,"if(not(isblank(  Date_Cert_of_Title_Received__c  )),1,0)","",0
Auction__c,Count of FCL Deed Recorded,Count_of_FCL_Deed_Recorded__c,double,1,43,0,18,"if(not(isblank( FCL_Deed_Recorded_Date__c )),1,0)","",0
Auction__c,Sync Anticipated FCL Deed Recorded Date,Sync_Anticipated_FCL_Deed_Recorded_Date__c,boolean,1,43,0,0,,"",0
Auction__c,Foreclosure Company Name,Foreclosure_Company_Name__c,string,1,43,0,0,,"",0
Auction__c,Foreclosure Company Phone,Foreclosure_Company_Phone__c,phone,1,43,0,0,,"",0
Auction__c,Count Of Active Files,Count_Of_Active_Files__c,double,1,43,0,18,"if(not(RecordType.Name =""HUD Day One REMOVED""),1,0)","",0
Auction__c,Initial MLH Venue ID,Initial_MLH_Venue_ID__c,string,1,43,0,0,,"",0
Auction__c,Confirmed Property Type (Y/N),Confirmed_Property_Type_Y_N__c,picklist,1,43,0,0,,"",1
Auction__c,Property Type correct as listed? (Y/N),Is_the_Property_Type__c,picklist,1,43,0,0,,"",1
Auction__c,Closing Company Confirmed Property Type,Closing_Company_Confirmed_Property_Type__c,picklist,1,43,0,0,,"",1
Auction__c,Title Disclosure Specialist,Title_Disclosure_Specialist__c,reference,1,43,0,0,,User,0
Auction__c,Cancellation w ADC Closing Company Date,Cancellation_w_ADC_Closing_Company_Date__c,date,1,43,0,0,,"",0
Auction__c,Redemption Period,Redemption_Period__c,date,1,43,0,0,,"",0
Auction__c,FCL Deed Instrument #,FCL_Deed_Instrument_Number__c,string,1,43,0,0,,"",0
Auction__c,Total Bidders,Total_Bidders__c,double,1,43,0,3,,"",0
Auction__c,Original Event ID,Original_Event_ID__c,string,1,43,0,0,,"",0
Auction__c,Agent Checklist Complete,Agent_Checklist_Complete__c,boolean,1,43,0,0,,"",0
Auction__c,Damages for ADC Disclosure,Damages_for_ADC_Disclosure__c,textarea,1,43,0,0,,"",0
Auction__c,SafeGuard Reported Damages,SafeGuard_Reported_Damages__c,textarea,1,43,0,0,,"",0
Auction__c,# of Open Events,Number_of_Open_Events__c,double,1,43,0,18,,"",0
Auction__c,Disclosure Contact Made,Disclosure_Contact_Made__c,picklist,1,43,0,0,,"",1
Auction__c,Disclosure Required,Disclosure_Required__c,textarea,1,43,0,0,,"",0
Auction__c,FCL Deed Recording Verified Date,FCL_Deed_Recording_Verified_Date__c,date,1,43,0,0,,"",0
Auction__c,Created in MLH?,Created_in_MLH__c,boolean,1,43,0,0,,"",0
Auction__c,HOA (YES/NO),HOA_Y_N__c,string,1,43,0,0,TEXT(Asset__r.HOA_Y_N__c),"",0
Auction__c,Count of HOA (Y/N),Count_of_HOA_Y_N__c,double,1,43,0,18,"if(not(isblank( HOA_Y_N__c)),1,0)","",0
Auction__c,MLH Venue Id,MLH_Venue_Id__c,string,1,43,0,0,,"",0
Auction__c,APN,APN__c,string,1,43,0,0,Asset__r.APN__c,"",0
Auction__c,Return Date,Return_Date__c,date,1,43,0,0,,"",0
Auction__c,Count of FCL Deed Upload Date,Count_of_FCL_Deed_Upload_Date__c,double,1,43,0,18,"IF(ISBLANK(FCL_Deed_Upload_Date__c),0,1)","",0
Auction__c,Property Photos Needed,Property_Photos_Needed__c,boolean,1,43,0,0,,"",0
Auction__c,Property Characteristics Needed,Property_Characteristics_Needed__c,boolean,1,43,0,0,,"",0
Auction__c,Auction Sales Price,Auction_Sales_Price__c,currency,1,43,0,18,,"",0
Auction__c,Post Sale Eligibility Fall-Out Reason,Post_Sale_Eligibility_Fall_Out_Reason__c,string,1,43,0,0,text(REO_Alt_D__r.Post_Sale_Eligibility_Fall_Out_Reason__c),"",0
Auction__c,# of Bidders,Number_of_Bidders__c,double,1,43,0,3,,"",0
Auction__c,Date Damage Disclosure Updated,Date_Damage_Disclosure_Updated__c,date,1,43,0,0,,"",0
Auction__c,Asset Sold,Asset_Sold__c,double,1,43,0,18,"if(not(isblank( Auction_Sales_Price__c )),1,0)","",0
Auction__c,Does Upset Bid Exist? (YES/NO),Does_Upset_Bid_Exist__c,picklist,1,43,0,0,,"",1
Auction__c,# of Removed Auctions,Number_of_Removed_Auctions__c,double,1,43,0,18,,"",0
Auction__c,Date ADC Paid Demands/Liens,Date_ADC_Paid_Demands_Liens__c,date,1,43,0,0,,"",0
Auction__c,ADC HOA/Lien Reimbursement Date,ADC_HOA_Lien_Reimbursement_Date__c,date,1,43,0,0,,"",0
Auction__c,Cleared for Auction,Cleared_for_Auction__c,date,1,43,0,0,REO_Alt_D__r.Cleared_for_Auction__c,"",0
Auction__c,ADC Acquisition Date,ADC_Acquisition_Date__c,date,1,43,0,0,REO_Alt_D__r.Tech_Code_895_Flip__c,"",0
Auction__c,Multiple HOA (YES/NO),Multiple_HOA_YES_NO__c,string,1,43,0,0,TEXT(Asset__r.Multiple_HOA_Y_N__c),"",0
Auction__c,FCL Deed Recorded Date Difference,FCL_Deed_Recorded_Date_Difference__c,double,1,43,0,18,"IF(AND(NOT(ISBLANK(Anticipated_FCL_Deed_Recorded_Date__c)), NOT(ISBLANK(FCL_Deed_Recorded_Date__c))),
  Anticipated_FCL_Deed_Recorded_Date__c - FCL_Deed_Recorded_Date__c,
  NULL
)","",0
Auction__c,Current High Bid/Reserve %,Current_High_Bid_Reserve__c,percent,1,43,0,18,,"",0
Auction__c,Days from REO File Receipt to Close,Days_from_REO_File_Receipt_to_Close__c,double,1,43,0,18,"IF(NOT(CONTAINS(Last_Closing_Completed_Milestone__c,""Closed"")),NULL,IF(CONTAINS(Tracking_ID__c,""RHF""),NULL,APWire_Funds_Date__c - REO_Alt_D__r.Tech_Code_895_Flip__c))","",0
Auction__c,County Link,County_Link__c,url,1,43,0,0,,"",0
Auction__c,NC/SC Upset Bid Expiration Date,NC_SC_Upset_Bid_Expiration_Date__c,date,1,43,0,0,,"",0
Auction__c,Servicer,Servicer__c,picklist,1,43,0,0,,"",1
Auction__c,2nd Pacer Search Conducted Date,X2nd_Pacer_Search_Conducted_Date__c,date,1,43,0,0,,"",0
Auction__c,3rd Pacer Search Conducted Date,X3rd_Pacer_Search_Conducted_Date__c,date,1,43,0,0,,"",0
Auction__c,Account #,Account_Number__c,string,1,43,0,0,,"",0
Auction__c,Count of BK Order Received,Count_of_Active_BK__c,double,1,43,0,18,"IF(ISBLANK(TEXT(Active_BK_Y_N__c)),0,1)","",0
Auction__c,In Active Auction?,In_Active_Auction__c,string,1,43,0,0,"if(and( not( CONTAINS(RecordType.Name,""REMOVED"")),  Current_Auction_Start_Date__c <=TODAY(), Current_Auction_End_Date__c >=TODAY( )),""Yes"",""No"")","",0
Auction__c,Foreclosure Attorney,Foreclosure_Attorney__c,reference,1,43,0,0,,Account,0
Auction__c,Title Grade,Title_Grade__c,picklist,1,43,0,0,,"",1
Auction__c,Title Grade Comments,Title_Grade_Comments__c,textarea,1,43,0,0,,"",0
Auction__c,HOLD - Damages > 10k,HOLD_Damages_10k__c,string,1,43,0,0,"IF(AND(NOT(ISBLANK( REO_Alt_D__r.Estimated_Preservation_Cost__c)), REO_Alt_D__r.Estimated_Preservation_Cost__c >= 10000),""HOLD - Damages Greater or Equal to 10,000"", "" "")","",0
Auction__c,Seller,Seller__c,string,1,43,0,0,,"",0
Auction__c,Auction Reserve Change Date,Auction_Reserve_Change_Date__c,date,1,43,0,0,,"",0
Auction__c,Asset Management,Asset_Management__c,reference,1,43,0,0,,Asset_Management__c,0
Auction__c,Title Research,Title_Research__c,reference,1,43,0,0,,Title_Research__c,0
Auction__c,Count of Date HOA Information Received,Count_of_Date_HOA_Information_Received__c,double,1,43,0,18,"IF(ISBLANK( Date_HOA_Information_Received__c ),0,1)","",0
Auction__c,Count of Pending FCL Deed,Count_of_Pending_FCL_Deed__c,double,1,43,0,18,"IF(ISBLANK(FCL_Deed_Recorded_Date__c),1,0)","",0
Auction__c,Auction Webinar Date,Auction_Webinar_Date__c,string,1,43,0,0,"CASE(
CASE( MOD(  Current_Auction_Start_Date__c  - DATE(1900, 1, 7), 7), 0, ""Sunday"", 1, ""Monday"", 2, ""Tuesday"", 3, ""Wednesday"", 4, ""Thursday"", 5, ""Friday"", 6, ""Saturday"",""Error""),
""Saturday"", ""Friday, "" & TEXT(MONTH(Current_Auction_Start_Date__c - 1))+""/""+TEXT(DAY(Current_Auction_Start_Date__c - 1))+""/""+TEXT(YEAR(Current_Auction_Start_Date__c - 1)),
""Friday"", ""Friday, "" & TEXT(MONTH(Current_Auction_Start_Date__c - 7))+""/""+TEXT(DAY(Current_Auction_Start_Date__c - 7))+""/""+TEXT(YEAR(Current_Auction_Start_Date__c - 7)),
""Thursday"", ""Friday, "" & TEXT(MONTH(Current_Auction_Start_Date__c - 6))+""/""+TEXT(DAY(Current_Auction_Start_Date__c - 6))+""/""+TEXT(YEAR(Current_Auction_Start_Date__c - 6)),
""Wednesday"", ""Friday, "" & TEXT(MONTH(Current_Auction_Start_Date__c - 5))+""/""+TEXT(DAY(Current_Auction_Start_Date__c - 5))+""/""+TEXT(YEAR(Current_Auction_Start_Date__c - 5)),
""Tuesday"", ""Friday, "" & TEXT(MONTH(Current_Auction_Start_Date__c - 4))+""/""+TEXT(DAY(Current_Auction_Start_Date__c - 4))+""/""+TEXT(YEAR(Current_Auction_Start_Date__c - 4)),
""Monday"", ""Friday, "" & TEXT(MONTH(Current_Auction_Start_Date__c - 3))+""/""+TEXT(DAY(Current_Auction_Start_Date__c - 3))+""/""+TEXT(YEAR(Current_Auction_Start_Date__c - 3)),
""Sunday"", ""Friday, "" & TEXT(MONTH(Current_Auction_Start_Date__c - 2))+""/""+TEXT(DAY(Current_Auction_Start_Date__c - 2))+""/""+TEXT(YEAR(Current_Auction_Start_Date__c - 2)),
"""")","",0
Auction__c,Current Event Placeholder?,Current_Event_Placeholder__c,boolean,1,43,0,0,,"",0
Auction__c,Event Status,Event_Status__c,string,1,43,0,0,"IF(RecordType.Name = ""REMOVED"", ""Removed"",  Current_Event_ID__c )","",0
Auction__c,Title QCD Transferable,Title_QCD_Transferable__c,string,1,43,0,0,,"",0
Auction__c,Asset Manager Email,Asset_Manager_Email__c,email,1,43,0,0,,"",0
Auction__c,ADC Removal Reason,ADC_Removal_Reason__c,string,1,43,0,0,,"",0
Auction__c,Asset Manager Name,Asset_Manager_Name__c,string,1,43,0,0,,"",0
Auction__c,Subject To Modified Date,Subject_To_Modified_Date__c,date,1,43,0,0,,"",0
Auction__c,Subject To Status,Subject_To_Status__c,string,1,43,0,0,,"",0
Auction__c,Acquisition Date to Deed Rec. Vrf. Date,Acquisition_Date_to_Deed_Rec_Vrf_Date__c,double,1,43,0,18,FCL_Deed_Recording_Verified_Date__c - ADC_Acquisition_Date__c,"",0
Auction__c,FCL Deed Recorded Date to Upload Date,FCL_Deed_Recorded_Date_to_Upload_Date__c,double,1,43,0,18,FCL_Deed_Upload_Date__c - FCL_Deed_Recorded_Date__c,"",0
Auction__c,FCL Deed Recorded Date to Verified Date,FCL_Deed_Recorded_Date_to_Verified_Date__c,double,1,43,0,18,FCL_Deed_Recording_Verified_Date__c - FCL_Deed_Recorded_Date__c,"",0
Auction__c,FCL Sale Date to Deed Upload Date,FCL_Sale_Date_to_Deed_Upload_Date__c,double,1,43,0,18,FCL_Deed_Upload_Date__c - FCL_Sale_Date__c,"",0
Auction__c,Transferable Deed Type,Transferable_Deed_Type__c,string,1,43,0,0,,"",0
Auction__c,Servicer Confirmed Receipt of Funds,Servicer_Confirmed_Receipt_of_Funds__c,date,1,43,0,0,,"",0
Auction__c,Winning Bid Awarded,Winning_Bid_Awarded__c,boolean,1,43,0,0,,"",0
Auction__c,Updated Auction Event?,Updated_Auction_Event__c,boolean,1,43,0,0,,"",0
Auction__c,FCL Deed Recorded Date Timestamp,FCL_Deed_Recorded_Date_Timestamp__c,datetime,1,43,0,0,,"",0
Auction__c,Is Removed,Is_Removed__c,boolean,1,43,0,0,"IF(
 CONTAINS(RecordType.Name, ""Removed""), TRUE, FALSE
)","",0
Auction__c,Cleared for Marketing,Cleared_for_Marketing__c,date,1,43,0,0,REO_Alt_D__r.Cleared_for_Marketing__c,"",0
Auction__c,Special Event,Special_Event__c,string,1,43,0,0,TEXT( REO_Alt_D__r.Special_Event__c ),"",0
Auction__c,Seller Closing Company,Seller_Closing_Company__c,reference,1,43,0,0,,Account,0
Auction__c,Seller Title Underwriter,Seller_Title_Underwriter__c,reference,1,43,0,0,,Account,0
Auction__c,Synced To Internal,Synced_To_Internal__c,boolean,1,43,0,0,,"",0
Auction__c,Max Seller Contribution,Max_Seller_Contribution_New__c,currency,1,43,0,18,REO_Alt_D__r.Max_Seller_Contribution__c,"",0
Auction__c,PTR Upload Date,PTR_Upload_Date__c,date,1,43,0,0,,"",0
Auction__c,MLH Account #,MLH_Account_Number__c,string,1,43,0,0,"IF(Program_Record_Type__c = ""WFC 2nd Look Flow"", 
CASE(LEN(Account_Number__c), 
7, IF(LEFT(Account_Number__c,3) = ""000"",RIGHT(Account_Number__c,4), 
IF(LEFT(Account_Number__c,2) = ""00"",RIGHT(Account_Number__c,5), 
IF(LEFT(Account_Number__c,1) = ""0"",RIGHT(Account_Number__c,6), 
Account_Number__c 
) 
) 
), 
10, IF(LEFT(Account_Number__c,3) = ""000"",RIGHT(Account_Number__c,7), 
IF(LEFT(Account_Number__c,2) = ""00"",RIGHT(Account_Number__c,8), 
IF(LEFT(Account_Number__c,1) = ""0"",RIGHT(Account_Number__c,9), 
Account_Number__c 
) 
) 
), 
Account_Number__c 
), Account_Number__c 
)","",0
Auction__c,MLS Listing Date,MLS_Listing_Date__c,date,1,43,0,0,,"",0
Auction__c,FCL Deed Turnaround Time,FCL_Deed_Turnaround_Time__c,double,1,43,0,18,"IF(ISNULL(FCL_Sale_Date__c),null,
  IF(ISNULL(FCL_Deed_Recorded_Date__c),
     TODAY() - FCL_Sale_Date__c,
     FCL_Deed_Recorded_Date__c - FCL_Sale_Date__c
  )
)","",0
Auction__c,PTR Turnaround Time,PTR_Turnaround_Time__c,double,1,43,0,18,"IF(ISNULL(Date_Cert_of_Title_Ordered__c),null,
  IF(ISNULL(Date_Cert_of_Title_Received__c),
    TODAY() - Date_Cert_of_Title_Ordered__c,
    Date_Cert_of_Title_Received__c - Date_Cert_of_Title_Ordered__c
  )
)","",0
Auction__c,Auction Reserve Matches REO?,Auction_Reserve_Matches_REO__c,boolean,1,43,0,0,"IF(REO_Alt_D__r.Reserve_Price__c=Auction_Reserve_Price__c,TRUE,FALSE)","",0
Auction__c,Difference between ADC-Alt D Reserve,Difference_between_ADC_Alt_D_Reserve__c,currency,1,43,0,18,Auction_Reserve_Price__c - REO_Alt_D__r.Reserve_Price__c,"",0
Auction__c,Servicer Client ID #,Servicer_Client_ID__c,string,1,43,0,0,TEXT( REO_Alt_D__r.Servicer_Client_ID__c ),"",0
Batch_Load_Job__Feed,Feed Item ID,Id,id,1,43,0,0,,"",0
Batch_Load_Job__Feed,Parent ID,ParentId,reference,1,43,0,0,,Batch_Load_Job__c,0
Batch_Load_Job__Feed,Feed Item Type,Type,picklist,1,43,0,0,,"",1
Batch_Load_Job__Feed,Created By ID,CreatedById,reference,1,43,0,0,,User,0
Batch_Load_Job__Feed,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
Batch_Load_Job__Feed,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
Batch_Load_Job__Feed,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
Batch_Load_Job__Feed,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
Batch_Load_Job__Feed,Comment Count,CommentCount,int,1,43,9,0,,"",0
Batch_Load_Job__Feed,Like Count,LikeCount,int,1,43,9,0,,"",0
Batch_Load_Job__Feed,Title,Title,string,1,43,0,0,,"",0
Batch_Load_Job__Feed,Body,Body,textarea,1,43,0,0,,"",0
Batch_Load_Job__Feed,Link Url,LinkUrl,url,1,43,0,0,,"",0
Batch_Load_Job__Feed,Related Record ID,RelatedRecordId,reference,1,43,0,0,,ContentVersion,0
Batch_Load_Job__Feed,Content Data,ContentData,base64,1,43,0,0,,"",0
Batch_Load_Job__Feed,Content File Name,ContentFileName,string,1,43,0,0,,"",0
Batch_Load_Job__Feed,Content Description,ContentDescription,textarea,1,43,0,0,,"",0
Batch_Load_Job__Feed,Content File Type,ContentType,string,1,43,0,0,,"",0
Batch_Load_Job__Feed,Content Size,ContentSize,int,1,43,9,0,,"",0
Batch_Load_Job__Feed,InsertedBy ID,InsertedById,reference,1,43,0,0,,User,0
Batch_Load_Job__Feed,Network Scope,NetworkScope,picklist,1,43,0,0,,"",1
Batch_Load_Job__Feed,Visibility,Visibility,picklist,1,43,0,0,,"",1
Batch_Load_Job__History,Entity History ID,Id,id,1,43,0,0,,"",0
Batch_Load_Job__History,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
Batch_Load_Job__History,Parent ID,ParentId,reference,1,43,0,0,,Batch_Load_Job__c,0
Batch_Load_Job__History,Created By ID,CreatedById,reference,1,43,0,0,,User,0
Batch_Load_Job__History,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
Batch_Load_Job__History,Changed Field,Field,picklist,1,43,0,0,,"",1
Batch_Load_Job__History,Old Value,OldValue,anyType,1,43,0,0,,"",0
Batch_Load_Job__History,New Value,NewValue,anyType,1,43,0,0,,"",0
Batch_Load_Job__c,Record ID,Id,id,1,43,0,0,,"",0
Batch_Load_Job__c,Owner ID,OwnerId,reference,1,43,0,0,,Group,0
Batch_Load_Job__c,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
Batch_Load_Job__c,Batch Load Job Number,Name,string,1,43,0,0,,"",0
Batch_Load_Job__c,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
Batch_Load_Job__c,Created By ID,CreatedById,reference,1,43,0,0,,User,0
Batch_Load_Job__c,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
Batch_Load_Job__c,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
Batch_Load_Job__c,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
Batch_Load_Job__c,Date to Load,Date_to_Load__c,date,1,43,0,0,,"",0
Batch_Load_Job__c,Program Enrollment,Program_Enrollment__c,reference,1,43,0,0,,Program_Enrollment__c,0
Batch_Load_Job__c,Status,Status__c,picklist,1,43,0,0,,"",1
Batch_Process_Log__c,Record ID,Id,id,1,43,0,0,,"",0
Batch_Process_Log__c,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
Batch_Process_Log__c,Batch Processing Error Name,Name,string,1,43,0,0,,"",0
Batch_Process_Log__c,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
Batch_Process_Log__c,Created By ID,CreatedById,reference,1,43,0,0,,User,0
Batch_Process_Log__c,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
Batch_Process_Log__c,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
Batch_Process_Log__c,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
Batch_Process_Log__c,Batch Load Job,Batch_Load_Job__c,reference,1,43,0,0,,Batch_Load_Job__c,0
Batch_Process_Log__c,Process Log,Process_Log__c,textarea,1,43,0,0,,"",0
Batch_Process_Log__c,Run Date,Run_Date__c,date,1,43,0,0,,"",0
Bid_Dispute__History,Entity History ID,Id,id,1,43,0,0,,"",0
Bid_Dispute__History,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
Bid_Dispute__History,Parent ID,ParentId,reference,1,43,0,0,,Bid_Dispute__c,0
Bid_Dispute__History,Created By ID,CreatedById,reference,1,43,0,0,,User,0
Bid_Dispute__History,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
Bid_Dispute__History,Changed Field,Field,picklist,1,43,0,0,,"",1
Bid_Dispute__History,Old Value,OldValue,anyType,1,43,0,0,,"",0
Bid_Dispute__History,New Value,NewValue,anyType,1,43,0,0,,"",0
Bid_Dispute__Share,Custom Object Share ID,Id,id,1,43,0,0,,"",0
Bid_Dispute__Share,Parent ID,ParentId,reference,1,43,0,0,,Bid_Dispute__c,0
Bid_Dispute__Share,User/Group ID,UserOrGroupId,reference,1,43,0,0,,Group,0
Bid_Dispute__Share,Custom Object Access,AccessLevel,picklist,1,43,0,0,,"",1
Bid_Dispute__Share,Row Cause,RowCause,picklist,1,43,0,0,,"",1
Bid_Dispute__Share,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
Bid_Dispute__Share,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
Bid_Dispute__Share,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
Bid_Dispute__c,Record ID,Id,id,1,43,0,0,,"",0
Bid_Dispute__c,Owner ID,OwnerId,reference,1,43,0,0,,Group,0
Bid_Dispute__c,Deleted,IsDeleted,boolean,1,43,0,0,,"",0
Bid_Dispute__c,Bid Dispute Name,Name,string,1,43,0,0,,"",0
Bid_Dispute__c,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
Bid_Dispute__c,Created By ID,CreatedById,reference,1,43,0,0,,User,0
Bid_Dispute__c,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
Bid_Dispute__c,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
Bid_Dispute__c,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
Bid_Dispute__c,Last Activity Date,LastActivityDate,date,1,43,0,0,,"",0
Bid_Dispute__c,County Type,County_Type__c,picklist,1,43,0,0,,"",1
Bid_Dispute__c,FHLMC Demand Type,FHLMC_Demand_Type__c,picklist,1,43,0,0,,"",1
Bid_Dispute__c,Calculation Type,Calculation_Type__c,picklist,1,43,0,0,,"",1
Bid_Dispute__c,Flat Amount,Flat_Amount__c,currency,1,43,0,18,,"",0
Bid_Dispute__c,Use Rounding?,Use_Rounding__c,boolean,1,43,0,0,,"",0
Bid_Dispute__c,PropertyCountyCnsd,PropertyCountyCnsd__c,string,1,43,0,0,,"",0
Bid_Dispute__c,Property State,Property_State__c,string,1,43,0,0,,"",0
Bid_Dispute__c,Tracking ID,Tracking_ID__c,string,1,43,0,0,,"",0
Bid_Dispute__c,Program,Program__c,picklist,1,43,0,0,,"",1
Bid_Dispute__c,Occupancy Status,Occupancy_Status__c,picklist,1,43,0,0,,"",1
Bid_Dispute__c,Property County FIPS,Property_County_FIPS__c,string,1,43,0,0,,"",0
Bid_Dispute__c,Min Value,Min_Value__c,currency,1,43,0,18,,"",0
Bid_Dispute__c,Max Value,Max_Value__c,currency,1,43,0,18,,"",0
Bid_Dispute__c,High Guardrail,High_Guardrail__c,percent,1,43,0,18,,"",0
Bid_Dispute__c,Low Guardrail,Low_Guardrail__c,percent,1,43,0,18,,"",0
Bid_Dispute__c,Active?,Active__c,boolean,1,43,0,0,,"",0
Bid_Dispute__c,Servicer,Servicer__c,string,1,43,0,0,,"",0
Bid_Dispute__c,Property County,Property_County__c,string,1,43,0,0,,"",0
Bid_Dispute__c,Property State FIPS,Property_State_FIPS__c,string,1,43,0,0,,"",0
Bid_Dispute__c,Property Type,Property_Type__c,picklist,1,43,0,0,,"",1
BrandTemplate,Letterhead ID,Id,id,1,43,0,0,,"",0
BrandTemplate,Brand Template Name,Name,string,1,43,0,0,,"",0
BrandTemplate,Letterhead Unique Name,DeveloperName,string,1,43,0,0,,"",0
BrandTemplate,Active,IsActive,boolean,1,43,0,0,,"",0
BrandTemplate,Description,Description,string,1,43,0,0,,"",0
BrandTemplate,Value,Value,textarea,1,43,0,0,,"",0
BrandTemplate,Namespace Prefix,NamespacePrefix,string,1,43,0,0,,"",0
BrandTemplate,Created Date,CreatedDate,datetime,1,43,0,0,,"",0
BrandTemplate,Created By ID,CreatedById,reference,1,43,0,0,,User,0
BrandTemplate,Last Modified Date,LastModifiedDate,datetime,1,43,0,0,,"",0
BrandTemplate,Last Modified By ID,LastModifiedById,reference,1,43,0,0,,User,0
BrandTemplate,System Modstamp,SystemModstamp,datetime,1,43,0,0,,"",0
BusinessHours,Business Hours ID,Id,id,1,43,0,0,,"",0
BusinessHours,Business Hours Name,Name,string,1,43,0,0,,"",0
BusinessHours,Active,IsActive,boolean,1,43,0,0,,"",0
BusinessHours,Default Business Hours,IsDefault,boolean,1,43,0,0,,"",0
BusinessHours,Sunday Start,SundayStartTime,time,1,43,0,0,,"",0
BusinessHours,Sunday End,SundayEndTime,time,1,43,0,0,,"",0
BusinessHours,Monday Start,MondayStartTime,time,1,43,0,0,,"",0
BusinessHours,Monday End,MondayEndTime,time,1,43,0,0,,"",0
BusinessHours,Tuesday Start,TuesdayStartTime,time,1,43,0,0,,"",0
BusinessHours,Tuesday End,TuesdayEndTime,time,1,43,0,0,,"",0
